predicted_probability,actual_label
0.0004267000000000021,0.0
0.003693199999999952,0.0
0.005919600000000025,0.0
0.031004400000000043,0.0
0.08989210000000003,0.0
0.62685192,0.0
0.7538978000000001,0.0
0.00639080000000003,0.0
0.06731324999999999,0.0
0.07422720000000005,0.0
0.24004819999999993,0.0
0.0717061,0.0
0.6098577700000001,0.0
0.030572900000000014,0.0
0.2997421,0.0
0.026635940000000025,0.0
0.6666091000000001,0.0
0.04780530000000005,0.0
0.008551100000000034,0.0
0.2650196,0.0
0.0030767999999999907,0.0
0.16619309999999987,0.0
0.0004298700000000544,0.0
0.008729039999999966,0.0
0.06077933000000002,0.0
0.14971405000000004,0.0
0.03197570000000005,0.0
0.03922605999999995,0.0
0.1058131,0.0
0.499583,0.0
0.23478469999999985,0.0
0.026174200000000036,0.0
0.03785585999999996,0.0
0.16149800000000003,0.0
0.40683203999999984,0.0
0.0055867400000000345,0.0
0.006013000000000046,0.0
0.1574061,0.0
0.2757851,0.0
0.045869099999999996,0.0
0.00039023000000004693,0.0
0.0003117999999999732,0.0
0.37364334,0.0
0.74649277,0.0
0.1795755,0.0
0.17791650000000003,0.0
0.002059499999999992,0.0
0.22919690000000004,0.0
0.0055147399999999624,0.0
0.3266371,0.0
0.016346929999999982,0.0
0.0043847599999999876,0.0
0.21748440000000002,0.0
0.002213699999999985,0.0
0.1368087,0.0
0.01540039999999998,0.0
0.080565,0.0
0.03674935999999995,0.0
0.06297666000000002,0.0
0.03064940000000005,0.0
0.00013569999999984983,0.0
3.743000000000496e-05,0.0
0.01735960000000003,0.0
0.26546437,0.0
0.09717463999999998,0.0
0.2943004,0.0
0.6420290799999999,0.0
0.10141873000000001,0.0
0.06299940000000004,0.0
0.08400023000000001,0.0
0.04726980000000003,0.0
0.28317590000000004,0.0
0.12830370000000002,0.0
0.1622365,0.0
0.052628600000000025,0.0
0.0012926500000000063,0.0
0.12464489999999995,0.0
0.27565986,0.0
0.0001501400000000208,0.0
0.0008815500000000087,0.0
0.24982685000000004,0.0
0.03138890000000005,0.0
0.00437765999999995,0.0
0.34244794,0.0
0.015720599999999973,0.0
0.017351569999999983,0.0
0.15558329999999987,0.0
0.009067200000000053,0.0
0.014686050000000006,0.0
0.09159209999999995,0.0
0.007152500000000006,0.0
0.12019765000000004,0.0
0.28855849999999994,0.0
0.1577438,0.0
0.4796097,0.0
0.08471983999999999,0.0
0.8068332200000001,0.0
0.24486929999999996,0.0
0.004855599999999849,0.0
0.10433139999999985,0.0
0.0023975999999999997,0.0
0.15585154,0.0
0.2703748,0.0
0.27189136,0.0
0.04030347000000001,0.0
0.63712502,0.0
0.008095900000000045,0.0
0.10535499999999987,0.0
0.09140760000000003,0.0
0.07530570000000003,0.0
0.0020816299999999455,0.0
0.004795129999999981,0.0
0.008297560000000037,0.0
0.18110110000000001,0.0
0.5540593,0.0
0.043001529999999955,0.0
0.009609160000000005,0.0
0.10738415000000001,0.0
0.001874200000000048,0.0
0.006773299999999982,0.0
0.02714943999999997,0.0
0.011228739999999848,0.0
0.04074096999999999,0.0
0.09070080000000003,0.0
0.002131499999999953,0.0
0.0009664999999999813,0.0
0.0079013,0.0
0.04360629999999999,0.0
0.11384530000000004,0.0
0.05508506000000002,0.0
0.8903864550000001,0.0
0.01378619999999997,0.0
1.999999999946489e-06,0.0
0.09446734000000001,0.0
0.19003205999999984,0.0
0.3659152,0.0
0.17778695,0.0
0.02037966000000002,0.0
0.13440980000000002,0.0
0.59849975,0.0
0.17896605,0.0
0.3934404,0.0
